城市shapefile,City,Lat,Long,tarl_2011,trev_2011,dmarl_2011,dmrev_2011,inarl_2011,inrev_2011,CPIpy_2011,CPI11_2011,hprice_2011,emphotel_2011,GDP_2011,GDPpc_2011,slry_2011,pop_2011,area_2011,road_2011,terti_2011,invest_2011,forncap_2011,bus_2011,taxi_2011,hotel_2011,spot5A_2011,scenum_2011,subnum_2011,grnld_2011,tarl_2012,trev_2012,dmarl_2012,dmrev_2012,inarl_2012,inrev_2012,CPIpy_2012,CPI11_2012,hprice_2012,emphotel_2012,GDP_2012,GDPpc_2012,slry_2012,pop_2012,area_2012,road_2012,terti_2012,invest_2012,forncap_2012,bus_2012,taxi_2012,hotel_2012,spot5A_2012,scenum_2012,subnum_2012,grnld_2012,tarl_2013,trev_2013,dmarl_2013,dmrev_2013,inarl_2013,inrev_2013,CPIpy_2013,CPI11_2013,hprice_2013,emphotel_2013,GDP_2013,GDPpc_2013,slry_2013,pop_2013,area_2013,road_2013,terti_2013,invest_2013,forncap_2013,bus_2013,taxi_2013,hotel_2013,spot5A_2013,scenum_2013,subnum_2013,grnld_2013,tarl_2014,trev_2014,dmarl_2014,dmrev_2014,inarl_2014,inrev_2014,CPIpy_2014,CPI11_2014,hprice_2014,emphotel_2014,GDP_2014,GDPpc_2014,slry_2014,pop_2014,area_2014,road_2014,terti_2014,invest_2014,forncap_2014,bus_2014,taxi_2014,hotel_2014,spot5A_2014,scenum_2014,subnum_2014,grnld_2014,tarl_2015,trev_2015,dmarl_2015,dmrev_2015,inarl_2015,inrev_2015,CPIpy_2015,CPI11_2015,hprice_2015,emphotel_2015,GDP_2015,GDPpc_2015,slry_2015,pop_2015,area_2015,road_2015,terti_2015,invest_2015,forncap_2015,bus_2015,taxi_2015,hotel_2015,spot5A_2015,scenum_2015,subnum_2015,grnld_2015,tarl_2016,trev_2016,dmarl_2016,dmrev_2016,inarl_2016,inrev_2016,CPIpy_2016,CPI11_2016,hprice_2016,emphotel_2016,GDP_2016,GDPpc_2016,slry_2016,pop_2016,area_2016,road_2016,terti_2016,invest_2016,forncap_2016,bus_2016,taxi_2016,hotel_2016,spot5A_2016,scenum_2016,subnum_2016,grnld_2016,tarl_2017,trev_2017,dmarl_2017,dmrev_2017,inarl_2017,inrev_2017,CPIpy_2017,CPI11_2017,hprice_2017,emphotel_2017,GDP_2017,GDPpc_2017,slry_2017,pop_2017,area_2017,road_2017,terti_2017,invest_2017,forncap_2017,bus_2017,taxi_2017,hotel_2017,spot5A_2017,scenum_2017,subnum_2017,grnld_2017,tarl_2018,trev_2018,dmarl_2018,dmrev_2018,inarl_2018,inrev_2018,CPIpy_2018,CPI11_2018,hprice_2018,emphotel_2018,GDP_2018,GDPpc_2018,slry_2018,pop_2018,area_2018,road_2018,terti_2018,invest_2018,forncap_2018,bus_2018,taxi_2018,hotel_2018,spot5A_2018,scenum_2018,subnum_2018,grnld_2018,tarl_2019,trev_2019,dmarl_2019,dmrev_2019,inarl_2019,inrev_2019,CPIpy_2019,CPI11_2019,hprice_2019,emphotel_2019,GDP_2019,GDPpc_2019,slry_2019,pop_2019,area_2019,road_2019,terti_2019,invest_2019,forncap_2019,bus_2019,taxi_2019,hotel_2019,spot5A_2019,scenum_2019,subnum_2019,grnld_2019
丽水市,Lishui,28.4732781805634,119.929573058441,27538.901,15402.159028,27377,13230,161.901,336.31,100,1,7384.751515,.27,7563001,35399,49070.73,211.6,17298,418,40.57,3584661,4430,218,409,46,0,1,0,1218,35819.709,20581.5525,35613.8,17622,205.909,468.84,102.5,1.025,9231.44460028,.26,8442386,38798,55003,219.7,17324,423.0000000000001,40.85,4719756,10386,240,409,56,0,1,0,1319,45696.702,26628.653748,45438.8,22836,257.902,612.39,102.9,1.054725,8985.374771479999,.25,9364988,42223,59783,223.9,17308,423.0000000000001,40.75,5704170,12784,289,409,62,0,1,0,13.56,54864.234,33957.198528,54565.9,29499,298.334,725.76,102.6,1.08214785,9259.653130000001,.2425,10001236,44263,66100.99000000001,228,17298,433,43.51,6650781,17838,309,409,,0,1,0,1413,63016.881,42646.547504,62703.5,37542,313.381,819.5599999999999,101.2,1.0951336242,8847.760989,.2197,10386277,45138,77238,232.2,17298,440.6900000000001,46.05,7515212,21886,363,409,,0,1,0,1458,65572.98,53582.359031,,47465,345.198,920.97,101.7,1.1137508958114,9174.212722,.2108,11341300,48364,85058,236.8,17324,461.0000000000001,47.2,8416456,22130,432,409,,0,1,0,1505,68232.738,64436.60138400001,67853.59,57267,379.148,1061.88,101.5,1.130457159248571,9806.315789,.2008,12154152,50939,92581,240.4,17275,548,57.92,9038400,21665,531,409,,0,1,0,1545,72935.27,66787.940208,,66762,10.136,3.92,102.5,1.158718588229785,9808.957307000001,.1879,13542203,55867,103259,244.4,17275,652,51.82,,10691,565,409,,0,1,0,1607,77961.88800000001,78104.07859,77950,78070,11.888,4.94,103.3,1.196956301641368,12441.90571,.1968,14809631,60214,110875,247.5,17275,694,54.52,,12079,551,409,,1,1,0,1659
丽江市,Lijiang,26.8606574380648,100.232464529034,11840.5,15210.5352,11079.3,13570,761.2,254,100,1,2619.047619,.63,1785015,14279,31467.74,125.41,21219,198,41.24,2239238,873,200,776,191,2,2,0,776,15991,21120.3125,15144,19296,847,289,102.8,1.028,3087.64940239,.6899999999999999,2122389,16870,35126.69,126.2,21219,199,40.47,2314032,2871,200,776,187,2,2,0,913,20795.8,27868.1656,19799.1,25651,996.7,358,102.7,1.055756,3865.93204775,.71,2488114,19661,42000,126.9,21219,179,38.65,2928013,3994,210,776,291,2,2,0,956,26638.2,37879,25561.2,35385.0232,1077,406,101.6,1.072648096,,.6753,2618385,20663,40187.62,127.5,21219,180,40.06,2831435,783,250,776,258,2,2,0,961,30559.8,48348,29414.4,45364.5964,1145.4,479,101.8,1.091955761728,,.6459,2896117,20724,53866,128,20554.3823,180.14,44.83,2728969,329,353,776,229,2,2,0,962,35199.078,60877.25406623999,34041,57661.1268,1158.078,484.1888,101.5,1.10833509815392,,.5483,3092900,24116,64304,128.5,20554,185,45.79,3456296,100,373,776,196,2,2,0,962,40694.537,82192.12411628,39508.7,78827.6036,1185.837,498.3146,99.8,1.106118427957612,,.7499,3394800,26368,73865,129,20554,190,64.29000000000001,4022289,8,322,776,,2,2,0,962,46433.048,99847.25454818,45238.8,95312.08100000001,1194.248,685.3407,102.4,1.132665270228595,,.5445,3507628,27128,85816,129.6,20554,208,45.7,,3964,358,776,,2,2,0,870,54023.6,107826,52938.7,103017.7455,1084.9,697,101.7,1.151920579822481,,.3674,4725113,36369,97757,130.2,20554,208,54.6,,1086,418,776,,2,2,0,871
乌兰察布市,wulanchabu,41.0007483276738,113.139467674463,2412.407,1656.10764304,2394.3,1593,18.107,9.770799999999999,100,1,2305.852125,.12,6900404.967,32281.08611162,35469.85,213.46,54492,534.8900000000001,30.02,4620233,12813,117,2800,13,0,0,0,1813,2779.6,2596.079375,2754,2506,25.6,14.27,100,1,2428.06436346,.1,7787099.999999999,36525,41341,212.94,55000,682,29.46,6195958,17141,161,3496,15,0,0,0,1858,3303.75,3595.75326,3270.3,3453,33.45,23.05,100,1,2371.41550423,.3,8337900.000000001,39215,45588,212.3,55000,864,31.55,8006746,22162,261,2177,17,0,0,0,2257,3822.592,4559.95532,3782,4364,40.592,31.9,102.1,1.021,3018.71835672,.3038,8737258,41138,50108,211.71,54500,885,35.15,5701618,19625,297,2177,20,0,0,0,5822,4577.459000000001,5816.5243254,4536.6,5628,40.859,30.2685,101.2,1.033252,2657.829356,.2653,9137748,43221,56538,211.13,54500,887.03,36.94,6588156,3992,698,2177,19,0,0,0,5868,5549.415,7082.676114,5507.2,6849,42.215,35.18,101.2,1.045651024,2374.734715,.2573,9388700,44517,65280,210.67,55000,902.2,37.35,6613780,79092,732,2177,19,0,0,0,5868,6439.154,9586.916993999999,6396.8,9345,42.354,35.83,101.7,1.063427091408,2777.375403,.2306,7211799.999999999,34301,66332,210.25,55000,1041.45,59.73,,,732,2177,19,0,0,0,5958,7592.72,12320.233454,7550.3,12074,42.42,37.21,101.8,1.082568779053344,4386.27108784,.1227,7645000,,68510.49071,209.61,55000,1088.27,43.15,,2160,442,2177,23,0,0,0,5958,12808.082,20016.6721943,12770,19805,38.082,30.6838,102.4,1.108550429750624,4751.504473,.1189,8084184.999999999,38622,75047,209.02,55000,1088.27,44.99,,2200,327,2177,23,0,0,0,7174
乌海市,Wuhai,39.6620063648907,106.800391049996,1097.986,1411.984967,1097.7,1411,.286,.1525,100,1,3529.957397,.03,4832420.5,89830.29091923,42941.89,54.14,1754,765.9399999999999,26.27,2869004,5952,392,953,11,0,0,0,2115,1295.97,1656.64125,1295.5,1655,.47,.26,102.9,1.029,3844.15260162,.03,5319100,97617,47547,54.84,1700,755,25.69,3400704,,387,953,11,0,0,0,2271,1455.686,2034.672164,1455.3,2033,.386,.27,104,1.07016,3857.61642375,.05,5750900,104420,53191,55.31,1700,857,33.15,4169700,12000,393,953,11,0,0,0,2272,1642.767,2586.887116,1642.2,2584,.5669999999999999,.47,101.8,1.08942288,5443.69626356,.037,6010187,108556,54129,55.42,1754,1013,35.81,3522030,5800,401,953,11,0,0,0,2544,1849.407,3296.80028864,1848.8,3294,.607,.4496,101.4,1.10467480032,4987.37053124,.0287,5598322,100871,55577,55.58,1669,1429.79,42.15,3986441,805,398,1054,9,0,0,0,2572,2098.303,3987.096296,2096.4,3977,1.903,1.52,101.4,1.12014024752448,3616.784188,.0246,5722300,102725,58301,55.83,1700,1424.5,42.57,1651212,200,398,1111,9,0,0,0,2571,2933.021,6471.600326,2931.1,6461,1.921,1.57,101.4,1.135822210989823,4227.599569,.028,4135800,73085,67658,56.11,1700,1435.48,41.07,,1291,366,1117,9,0,0,0,2567,3016.03,6892.536446,3014.2,6884,1.83,1.29,101.6,1.15399536636566,3346.08347039,.0285,4959000,88041,75242.96339,56.33,1700,1509.64,37.05,,1317,366,1117,7,0,0,0,2567,5824.722,8749.44746295,5823.7,8745,1.022,.6447000000000001,102.4,1.181691255158436,3689.930275,.0278,5509456,97564.2988,82156,56.61,1700,1509.64,36.88,,1474,438,1125,5,0,0,0,2567
乌鲁木齐市,Urumqi,43.8307632042904,87.6244399353604,14596,19863.735892,14304.503,18865.27,291.497,154.59,100,1,4898.431732,1.62,16215843,50517,47177.78,321.21,13788,2156,53.78,4276221,16000,3732,9963,98,0,0,0,19901,17478.7,23245.816875,17114.401,21992.47,364.299,198.55,103.4,1.034,5110.56510381,1.53,18954206,56411,52418,335,13788,2225,57.39,10030227,19300,3914,10046,83,0,0,0,23372,19534.4,27301.377116,19184.07,26000,350.33,210.13,103.5,1.07019,5806.14894373,1.31,20584716,59493,57392,346,13788,2914,59.08,12715924,22300,4149,12188,64,1,0,0,24476,20144.7,24902.91342,19909.369,24042,235.331,140.15,102.8,1.10015532,5636.14707259,1.17,22646800,64155,61617.39,353,13788,3101,62.08,15263119,25800,4567,12338,,1,0,0,25931,22034.00000000001,39378.15896399999,21746.818,38271.31,287.182,177.71,100.7,1.10785640724,6074.84987604,1.1582,23873124,67248,67617,355,13788,3223.55,68.88,17083873,28700,4684,12338,60,1,0,0,27679,25335.4,46680.527996,25017.466,44153,317.934,380.52,101.5,1.1244742533486,5773.4594233,1.0774,24589766,69865,74339,351.96,13788,3346,70.22,16077843,23700,4669,12338,55,1,0,0,28258,33026.4,60738.16561799999,32642.718,57838.2,383.682,429.51,102.8,1.155959532442361,6143.50750747,.9517,27306455,77756,80231,350.4,13788,3106,69.11,19968748,577,4412,13003,48,1,0,0,28848,46240,66322.809184,45909.2,65024.74,330.8,196.16,102.2,1.181390642156093,7692.65020614,.9543,30997660,87196,87556,350.58,13788,3368,68.59,,135,4382,13133,46,1,0,0,30162,75263.79999999999,113756.586745,74995.45799999998,112900,268.342,124.17,102,1.205018454999214,8728,1.0708,34132587,96723,92473,355.2,13788,6617,72.65000000000001,,665,4411,13138,39,1,0,0,32328
乐山市,Leshan,29.5579407174581,103.772537603634,21192.4,19902.2468336,21064,19750,128.4,23.572,100,1,4072.942135,.2,8852800,28339,31799.42,324.33,12826,739.1600000000001,25.72,4923199,12119,282,817,34,2,1,0,2043,26827.8,27010.0255625,26555.5,26647,272.3,57.509,103.2,1.032,4249.75922953,.23,9892600,31942,37011.31,323.6,12723,785.26,26.03,6080886,12758,344,846,34,2,1,0,2759,29948.9,31976.12695352,29840.7,31841,108.2,21.8186,102.4,1.056768,4332.75646572,.27,10969300,34863,43476.72,322.7,12723,823.03,26.88,7482673,10593,438,880,34,2,1,0,3051,33549.2,38675.90114737256,33421.3,38390,127.9,46.5424802,101.8,1.075789824,3862.29124063,.25,11958100,37125,46600,321.4,12723,852.9999999999999,29.16,8324078,10624,453,880,33,2,1,0,3083,39208.79,49911.97217032,39034.6,49652,174.19,41.7398,101.8,1.095154040832,3975.485909,.1989,12806300,39973,54545,321.1,12723,871.8,30.1,9498096,11558,497,880,29,2,1,0,3120,43804.444,62531.66041420533,43596.9,62258,207.544,41.19964684,101.76074213,1.114436879417326,3993.548056,.1813,13354000,43110,54222,320.3,12723,875.4899999999999,35,10643164,5011,487,880,28,2,1,0,3184,51220.425,76901.50343510509,51008,76572,212.425,48.80230977,101.6917252,1.133290088944523,4741.214455,.1941,14816100,46130,66329,319.4,12723,1092.13,42.25,12737900,3224,509,957,27,2,1,0,3453,57335.441,89260.29968260801,57102.2,88947,233.241,47.34483069,102.12812585,1.157407928282839,5874.85,.2517,17098100,49397,76092,318.2,12723,1106.41,45.04,,5765,564,1015,26,2,1,0,3727,70135.083,104142.8059756028,69872.2,103748,262.883,57.23069879,103.75500197,1.200868618790796,5894.28162313,.1775,18726000,56999,82389,317.2,12723,1129.63,43.95,,7029,607,1069,23,2,1,0,7124
九江市,Jiujiang,29.7113405590793,116.00753491163,22066.6,17307.062612,21790,16700,276.6,93.98999999999999,100,1,3538.936092,.34,12564149,26464,29456,472.9653,18823,1360.12,32.85,10065434,77258,537,1586,80,1,2,0,4875,30479.1,21930.4925,30180,21300,299.1,99.88,102.8,1.028,3652.14321655,.47,14201046,29784.7,33894.94,470.6917999999999,18823,1431.85,34.71,12063292,98826,418,1514,80,1,2,0,4934,34657.2,26951.091116,34350,26300,307.2,105.13,102.5,1.0537,4738.46906874,.47,16017300,33500,39513,468.9792,19078,1499.2,35.8,15077751,123107,426,1517,83,1,2,0,4964,43609.2,39213.58699448,43295.7,38525,313.5,112.0966,102.1,1.0758277,3982.611139,.4835,17799599,37097,44404.28,467.3513,19078,1530,36.98,18122162,145006,464,1517,76,1,2,0,5011,52958.538,53463.42587235999,52700.5,52761,258.038,112.7779,101.9,1.0962684263,4042.119899,.5466,19026783,39505,51065,465.8421999999999,19798,1545.5,39.28,21199205,163019,554,1517,73,1,2,0,5053,64565.689,74447.13617354,64289.5,73685,276.189,114.7398,102.1,1.1192900632523,4290.950637,.5116000000000001,21040523,43502,56331,464.5811,19798,1548.27,40.77,24285809,180313,561,1539,66,1,2,0,5101,67231.334,83387.73080511999,66929.3,82594,302.034,117.5584,102.3,1.145033734707103,4712.371753,.5911,24136300,49659,61938,463.6551000000001,19085,1669.22,56.03,27309587,198436,561,1539,60,1,2,0,5375,80519.70000000001,102223.3084053,80186.60000000001,101316,333.1,137.1095,101.7084896,1.164596516981065,5712.183561,.4386,27001900,55274,71921,462.4953,19853,1685.73,42.52,,217223,619,1539,55,1,2,0,6655,91053.60000000001,116084.78970905,90677.10000000001,114932,376.5,167.1073,102.53929487,1.194169056592964,6069.22868026,.4688,31210500,63584,77121,461.2884,19077,1773.94,44.83,,234697,641,1537,55,1,2,0,7020
云浮市,Yunfu,22.9209119703428,112.051512699591,6033.913,8643.55454512,5940.322,8478,93.59099999999999,25.6324,100,1,3800.278671,.13,4714547.939999999,19951.95810322,30121.29,237.92,7779,90,32.65,3534034,9159,101,125,18,0,0,0,1024,8456.331,12493.47895625,8345.052,12302,111.279,30.3333,102.85079,1.0285079,4094.42616238,.15,5242819.39,22181.96945273,34885.47,236.41,7785,92,31.92,4636614,10568,101,135,16,0,0,0,1006,10412.692,15795.07658672,10280.409,15572,132.283,36.0196,101.9,1.0480495501,4467.25877443,.29,5966650.279,25234.3001848,40085,236.49,7785.11,91,34.44,6233800,11050,195,125,14,0,0,0,1023,12253,19683.34641536,12099.7,19427,153.3,41.7312,101.60974,1.06492042292778,3938.168431,.2842,6457434.232,27299.54439828,44916.71,236.59,7785.11,186,34.76,6562690,10633,172,125,13,0,0,0,1303,13256.231,21464.284912,13101.687,21186,154.544,44.68,101.2,1.077699468002913,3849.06025964,.2913,6965988.018,29414.6947807,49934,237.05,7785.1072,303.35,36.53,7941474,5451,145,125,13,0,0,0,1344,14351.883,23329.424552,14184.133,23009,167.75,48.24,101.35989008,1.092354996160498,4079.120787,.3186,7586830.87,31942.53360728,54780,237.98,7785.11,278,38.46,5915133,4259,121,112,13,0,0,0,1384,15252.1,25761.371008,15077,25420,175.1,50.56,101.14156304,1.104824917062259,4784.79079,.2763,8046326.988,33804.54569016,64527,238.07,7785.11,279,34.22,6285000,2810,117,112,12,0,0,0,1415,16598.425,28647.38283824,16415.603,28298,182.822,52.7976,101.37040444,1.119965486779907,5512.821839,.2217,8556747,35940.63760081,72525,238.09,7785.11,290.91,43.99,,3864,107,123,11,0,0,0,1490,18361.659,34545.18255,18166.672,34143,194.987,58.3,102.7,1.150204554922964,5751.109882,.2113,9441447.452,39634.97524047,78144,238.33,7785.11,292,50.26,,4449,122,105,9,0,0,0,1496
亳州市,Bozhou,33.8506426957888,115.784463211274,7205,4693.1519064,7190,4661,15,4.978,100,1,3641,.07,6266530.600000001,12866,31756.89,488.0119122,8374,1072.2,34.18,3314787,26733,100,1000,11,0,0,0,1127,9372.200000000001,6478.9445,9348,6429,24.2,7.912,102.2,1.022,3625.80632356,.04,7156534.999999999,14642,38425,489.5,8374,1242.61,34.33,4302857,36263,100,1001,11,0,0,0,1280,10979.3,7668.9984412,10949,7600,30.3,11.141,102.6,1.048572,3963.45795244,.21,8199899.999999999,16658,52395.83,495,8374,1348.6,34.89,5414925,47783,270,1000,13,0,0,0,1487,12611,8877.547664,12578,8780,33,15.88,101.4,1.063252008,4122.5313738,.1947,8836299,17769,42191.4,499.6,8521,1438,38.53,6508985,59687,270,2642,14,0,0,0,1585,15084,10970.11457,15047,10844.4566,37,20.175,101.6,1.080264040128,4256.476861,.2571,9426090,18771,47338,504.7,8521,1477.48,40.04,7673005,65656,306,1151,15,0,0,0,1961,17800,13191.7433435,17758,13040,42,22.845,101.6,1.097548264770048,4324.16712,.2927,10461000,20611,50292,510.4,8521,1557,41.57,8748940,72279,380,1151,18,0,0,0,2469,22866,17169.0207304,22787,17050,79,17.628,101.5,1.114011488741599,5711.287759,.3159,11497900,22385,56530,516.88,8521,1223,41.89,10672145,78064,400,1151,13,0,0,0,3422,27083,20579.2025178,26979,20430,104,22.547,102,1.136291718516431,6121.612244,.3212,12771900,24547,64547,523.72,8521,1355,44.63,,90108,388,1151,13,0,0,0,3708,31405,24836.3269085,31299,24680,106,22.661,102.7,1.166971594916374,6120.40591196,.4053,17490000,33314,65672,526.3,8521,1439,50.83,,96416,746,652,12,0,0,0,3842
伊春市,Yichun,47.7333184572309,128.847546380198,4820,3530,4820,3530,14.2,,100,1,1906.54986,.07,2296836,18142,18514.42,126.3,32759,777.9,30.43,1610661,8330,283,4608,18,0,0,0,4491,5433,4360,5430,4360,7.9,,102.6,1.026,2239.5222209,.07,2600327,20686,24439,124.1,32759,795.97,30.95,2181102,5676,295,5397,17,0,0,0,4549,5838,4910,5840,4907,,,102.1,1.047546,2632.36906804,.08,2844921,22911,24786.31,123.2,32800.2829,830.8099999999999,32.35,2564943,6530,513,5312,11,1,0,0,4632,6299,5360,,,,,101.1,1.059069006,2564.68648518,.06,2560255,20885,27205.47,122.9,32800.2829,865,34.9,1326112,948,366,5320,,1,0,0,4702,7152,6140,,,,,101.3,1.072836903078,2411.503641,.0548,2336948,19221,35656,121.2,32800.2829,885.8599999999999,38.4,1010069,1050,385,5233,,1,0,0,4397,10026,8710,,,,,101,1.08356527210878,2702.541672,.0542,2383066,23377.70527151,36793,117.6,32800.2829,943.01,38.03,762998,459,371,5032,,1,0,0,4558,12576,11297,12575.565,11296.96,,,100.8,1.09223379428565,3115.39144,.0503,2617936,26521.66182839,38713,115.9,32800.2829,961.51,42.21,898910,500,380,4742,,1,0,0,4630,15845,14550,,,,,101.9,1.112986236377078,2292.214254,.0661,2759605,28760.34048363,42938,114.1,32800.3,978.43,40.51,,587,389,4739,,1,0,0,4666,17825,16520,,,,,102.7,1.143036864759259,2793.24176492,.0744,2988410,32135.49606815,44953,112.4,32801.3569,723.74,43.19,,,430,2734,,1,0,0,2964
佛山市,Foshan,23.0277587507889,113.128512195497,9806.527999999998,29608.31892516,8555.219999999999,23325,1251.308,972.8307,100,1,8206.81386,.9399999999999999,62314035.26000001,84130.8463304,40664.89,723.1,3848,3194,34.58,19339593,215440,4990,3365,96,0,1,0,8359,10452.239,36567.08406875,9120.093999999999,28930,1332.145,1209.8351,102.59571,1.0259571,7957.72189857,.84,66429464.08000001,85288.99255978,46203,796.3,3798,3517,35.83,21283257,234984,5449,3344,92,0,1,14,8493,11187.689,43109.39104828,9842.046,35245,1345.643,1269.8429,102.52715,1.05188457485265,8837.10063035,2.39,70642967.82099999,87193.62592592,50356,824.0700000000001,3797.73,3325,36.1,23836462,252089,5396,3425,87,1,1,14,8875,11819.1,49624.443744,10448.5,41427,1370.6,1334.48,102.26942,1.075756253771271,8728.335101000001,2.1528,75099636.69500001,89742.46619088,55678.43,849.6,3797.73,2573,36.36,26124462,265588,5931,3581,83,2,1,14,9154,12531.405,54704.039632,11156.607,46137,1374.798,1375.48,101.56270969,1.092567200989736,8491.608307390001,1.9388,81075978.43099999,94607.72072605,61810,864.3399999999999,3797.7238,2656.22,37.83,30355217,237728,6666,4140,64,2,1,5,9344,13510.451,62475.536658,12112.895,52881,1397.556,1444.46,102.26697207,1.117335394282154,9661.976151000001,1.8905,87563093.79000001,100698.74106871,67187,874.7700000000001,3797.73,2952,38.69,35120393,147167,6790,4014,67,2,1,18,9539,14978.1,71083.816424,13517.2,60857,1460.9,1514.68,101.91645607,1.138748636268132,11375.33736,1.9695,93821575.62,105728.74712074,72712,899.99,3797.72,2688.6,40.86,42657900,162349,6920,3962,46,2,1,15,9604,16953.114,80913.35214572,15384.197,70253,1568.917,1610.9578,101.95791473,1.1610443635553,11936.09369,1.8534,99767166,109272.20910938,80288,926.04,3797.72,3150.78,42.04,,,6989,3753,42,2,1,15,7112,19328.665,89174.10519,18317.032,81720,1011.633,1080.54,102.9,1.194714650098404,13326.68181,1.7076,107397598.67,114914.13204685,86401,943.14,3797.72,3248.49,42.32,,73292,6831,3302,37,2,1,25,7130
佳木斯市,Jiamusi,46.8056899908577,130.327359092573,2980,1404.982284,2820,1160,160,37.93,100,1,2675.923995,.41,6253089.092,24853,30469.84,250.5,32704,511.22,43.16,2933306,15080,334,2559,14,0,0,0,3752,2870,1330.9,2790,1240,80,14.4,103.9,1.039,2745.4713806,.11,6682943.233999999,27774,34611,239.4,32704,531.4300000000001,44.01,3690400,6678,404,2559,9,0,0,0,3881,3356,1411.279696,3310,1360,46,8.279999999999999,102,1.05978,3033.68281091,.13,7471785,31613,36018.76,242.1,32469.9826,541.43,41.75,4863400,21000,410,2559,6,0,0,0,3875,3988,1696.244912,3910,1610,78,14.04,101.8,1.07885604,2943.93618306,.0981,7659799,32864,39518.42,232.9,32469.9826,574,44.68,4831163,23000,436,2559,,0,0,0,3873,4592,1938.297824,4540,1880,52,9.359999999999999,100.7,1.08640803228,3279.442675,.0996,6194049.107,25866.99261201,46978,229.2,32469.9826,582.41,44.92,5338913,24000,457,2559,,0,0,0,3878,5073,2133.1284192,5020,2070,53,9.504,100.8,1.09509929653824,3553.749739,.0895,6404777.266000001,27667.1415499,50020,229.1,32469.9826,620.2099999999999,47.28,5883482,1981,490,2559,,0,0,0,3878,5555,2326.84282,5500,2260,55,9.9,101.3,1.109335587393237,3782.123412,.064,7148459.784000001,31229.3392903,54018,226.2,32469.9826,636.87,67.91,6325869,1185,601,2559,,0,0,0,3878,7405,3148.8915,7280,3000,125,22.5,101.7,1.128194292378923,3855.806678,.0981,7241102.603,32082.32472327,53286,233.3,32463.8,663.77,44.76,,217,584,2559,,0,0,0,3732,9920,6032.45798,9794,5876,126,22.68,102.5,1.156399149688395,4375.96510042,.0459,7629107.000000001,34390.97093263,50485,232,32463.5916,676.6,41.34,,98,584,2559,,0,0,0,3732
保定市,Baoding,38.8799877684553,115.471463837685,34062.9,19271.0018856,33958,19020,104.9,38.862,100,1,2981.6936,.58,24499000,21796,32277.69,1127.23,22185,1929.77,31.36,15581131,44573,1048,6441,56,2,1,0,5177,40023.3,24853.43225,39895,24580,128.3,43.316,102.8,1.028,3157.8955892,.83,27209000,24053,34912,1135.14,22185,1980,31.12,18884450,55051,1298,3036,57,2,1,0,5102,47598,31876.98711239999,47461,31680,137,31.807,102.6824,1.055575072,3896.45551815,.85,29063800,25982,39130,1141.63,22185,2436.83,31.54,19054763,61991,2389,6543,55,2,1,0,5579,58008,41124.284,57866,40940,142,30,101.531,1.07173592635232,4044,.7256,30352036,26501,43086,1149.01,22185,2514,34.48,23864816,60585,2340,6685,50,2,1,0,5737,66492,61391.41999999999,66344,61080,148,50,100.9993,1.082445783464359,3895.93578289,.7069,33005600,29067,50394,1155.24,22185,3250.25,38.2,24247278,41592,3316,6568,51,2,1,0,6668,79993,75752.11500000001,79834,75420,159,50,101.8074,1.102009908554694,4840.882185,.6939,34771269,29945,54279,1163.45,22185,3261,38.61,29095007,70346,3921,6652,49,2,1,0,6926,95081,95872.626,94908,95400,173,70,102.8817,1.133766528089514,6120.189523,.3103,34497444,29579.5483,63835,1169.05,22185,3266,45.38,29395467,73226,1935,3728,49,3,1,0,7723,110188,117883.218,110000,117420,188,70,102.1729,1.158402140978371,7189,.3834,32569000,31057,70533,1173.14,22185,3488,46.27,,98154,4172,3728,44,3,1,0,7899,129457.325,145992.61001895,129253,145437,204.325,80.5407,103.1,1.1943126073487,6886.22793674,.4777,37722026.925,31856.32230025,71315,,22185,3275,53.3,,114843,1459,3728,36,4,1,0,8051
